From,To,Distance,Duration,Duracion_en_horas
Customer 33,Customer 78,4.93,12:11:00 a. m.,0.1833
Customer 33,Customer 79,2.52,12:07:00 a. m.,0.1167
Customer 33,Customer 80,3.6,12:08:00 a. m.,0.1333
Customer 33,Customer 81,15.41,12:29:00 a. m.,0.4833
Customer 33,Customer 82,7.85,12:16:00 a. m.,0.2667
Customer 33,Customer 83,11.4,12:20:00 a. m.,0.3333
Customer 33,Customer 84,23.94,12:26:00 a. m.,0.4333
Customer 33,Customer 85,12.87,12:22:00 a. m.,0.3667
Customer 33,Customer 86,12.85,12:24:00 a. m.,0.4
Customer 33,Customer 87,8.25,12:16:00 a. m.,0.2667
Customer 33,Customer 88,9.43,12:18:00 a. m.,0.3
Customer 33,Customer 89,5,12:11:00 a. m.,0.1833
Customer 33,Customer 90,16.01,12:32:00 a. m.,0.5333
Customer 33,Customer 91,7.86,12:14:00 a. m.,0.2333
Customer 33,Customer 92,0.97,12:03:00 a. m.,0.05
Customer 33,Customer 93,1.64,12:04:00 a. m.,0.0667
Customer 33,Customer 94,6.16,12:12:00 a. m.,0.2
Customer 33,Customer 95,6.93,12:15:00 a. m.,0.25
Customer 33,Customer 96,11.15,12:19:00 a. m.,0.3167
Customer 33,Customer 97,14.04,12:27:00 a. m.,0.45
Customer 33,Customer 98,10.29,12:18:00 a. m.,0.3
Customer 33,Customer 99,12.52,12:22:00 a. m.,0.3667
Customer 33,Customer 100,14.65,12:24:00 a. m.,0.4
Customer 33,Customer 101,10.64,12:23:00 a. m.,0.3833
Customer 33,Customer 102,14.63,12:28:00 a. m.,0.4667
Customer 33,Customer 103,15.54,12:35:00 a. m.,0.5833
Customer 33,Customer 104,17.02,12:34:00 a. m.,0.5667
Customer 33,Customer 105,10.96,12:21:00 a. m.,0.35
Customer 33,Customer 106,4.5,12:09:00 a. m.,0.15
Customer 33,Customer 107,8.9,12:19:00 a. m.,0.3167
Customer 33,Customer 108,14.08,12:31:00 a. m.,0.5167
Customer 33,Customer 109,17.18,12:35:00 a. m.,0.5833
Customer 33,Customer 110,14.36,12:26:00 a. m.,0.4333
Customer 33,Customer 111,7.24,12:16:00 a. m.,0.2667
Customer 33,Customer 112,7.71,12:16:00 a. m.,0.2667
Customer 33,Customer 113,12.44,12:25:00 a. m.,0.4167
Customer 33,Customer 114,8.88,12:16:00 a. m.,0.2667
Customer 33,Customer 115,12.32,12:29:00 a. m.,0.4833
Customer 33,Customer 116,9.78,12:21:00 a. m.,0.35
Customer 33,Customer 117,15.55,12:32:00 a. m.,0.5333
Customer 33,Customer 118,14.16,12:27:00 a. m.,0.45
Customer 33,Customer 119,16.75,12:33:00 a. m.,0.55
Customer 33,Customer 120,15.42,12:32:00 a. m.,0.5333
Customer 33,Customer 121,15.16,12:32:00 a. m.,0.5333
Customer 33,Customer 122,14.55,12:34:00 a. m.,0.5667
Customer 33,Customer 123,12.44,12:22:00 a. m.,0.3667
Customer 33,Customer 124,6.16,12:12:00 a. m.,0.2
Customer 33,Customer 125,5.28,12:12:00 a. m.,0.2
Customer 33,Customer 126,13.56,12:32:00 a. m.,0.5333
Customer 33,Customer 127,7.62,12:15:00 a. m.,0.25
Customer 33,Customer 128,9.37,12:19:00 a. m.,0.3167
Customer 33,Customer 129,8.58,12:15:00 a. m.,0.25
Customer 33,Customer 130,16.56,12:34:00 a. m.,0.5667
Customer 33,Customer 131,12.13,12:25:00 a. m.,0.4167
Customer 33,Customer 132,12.12,12:22:00 a. m.,0.3667
Customer 33,Customer 133,7.25,12:15:00 a. m.,0.25
Customer 33,Customer 134,17.43,12:36:00 a. m.,0.6
Customer 33,Customer 135,13.04,12:27:00 a. m.,0.45
Customer 33,Customer 136,12.57,12:28:00 a. m.,0.4667
Customer 33,Customer 137,9.06,12:18:00 a. m.,0.3
Customer 33,Customer 138,16.66,12:38:00 a. m.,0.6333
Customer 33,Customer 139,9.79,12:19:00 a. m.,0.3167
Customer 33,Customer 140,20.84,12:41:00 a. m.,0.6833
Customer 33,Customer 141,11.34,12:25:00 a. m.,0.4167
Customer 33,Customer 142,8.57,12:17:00 a. m.,0.2833
Customer 33,Customer 143,6.54,12:13:00 a. m.,0.2167
Customer 33,Customer 144,12.15,12:23:00 a. m.,0.3833
Customer 33,Customer 145,14.15,12:30:00 a. m.,0.5
Customer 33,Customer 146,16.43,12:36:00 a. m.,0.6
Customer 33,Customer 147,10.95,12:19:00 a. m.,0.3167
Customer 33,Customer 148,11.84,12:27:00 a. m.,0.45
Customer 33,Customer 149,3.97,12:09:00 a. m.,0.15
Customer 34,Depot,9.19,12:20:00 a. m.,0.3333
Customer 34,Customer 1,3.6,12:08:00 a. m.,0.1333
Customer 34,Customer 2,6.58,12:14:00 a. m.,0.2333
Customer 34,Customer 3,21.27,12:44:00 a. m.,0.7333
Customer 34,Customer 4,13.39,12:33:00 a. m.,0.55
Customer 34,Customer 5,11.08,12:20:00 a. m.,0.3333
Customer 34,Customer 6,4.92,12:11:00 a. m.,0.1833
Customer 34,Customer 7,13.08,12:24:00 a. m.,0.4
Customer 34,Customer 8,10.88,12:24:00 a. m.,0.4
Customer 34,Customer 9,1.47,12:06:00 a. m.,0.1
Customer 34,Customer 10,11.31,12:23:00 a. m.,0.3833
Customer 34,Customer 11,6.34,12:15:00 a. m.,0.25
Customer 34,Customer 12,9.3,12:21:00 a. m.,0.35
Customer 34,Customer 13,10.43,12:23:00 a. m.,0.3833
Customer 34,Customer 14,11.69,12:27:00 a. m.,0.45
Customer 34,Customer 15,12.57,12:25:00 a. m.,0.4167
Customer 34,Customer 16,7.49,12:17:00 a. m.,0.2833
Customer 34,Customer 17,13.39,12:28:00 a. m.,0.4667
Customer 34,Customer 18,8.17,12:18:00 a. m.,0.3
Customer 34,Customer 19,12.11,12:26:00 a. m.,0.4333
Customer 34,Customer 20,11.16,12:27:00 a. m.,0.45
Customer 34,Customer 21,10.48,12:23:00 a. m.,0.3833
Customer 34,Customer 22,10.56,12:22:00 a. m.,0.3667
Customer 34,Customer 23,9.71,12:23:00 a. m.,0.3833
Customer 34,Customer 24,8.03,12:18:00 a. m.,0.3
Customer 34,Customer 25,13.03,12:27:00 a. m.,0.45
Customer 34,Customer 26,8.46,12:16:00 a. m.,0.2667
Customer 34,Customer 27,7.46,12:16:00 a. m.,0.2667
Customer 34,Customer 28,6.61,12:15:00 a. m.,0.25
Customer 34,Customer 29,12.51,12:27:00 a. m.,0.45
Customer 34,Customer 30,8.07,12:19:00 a. m.,0.3167
Customer 34,Customer 31,16.44,12:40:00 a. m.,0.6667
Customer 34,Customer 32,7.42,12:16:00 a. m.,0.2667
Customer 34,Customer 33,0.81,12:03:00 a. m.,0.05
Customer 34,Customer 34,0,12:00:00 a. m.,0
Customer 34,Customer 35,12.37,12:27:00 a. m.,0.45
Customer 34,Customer 36,13.62,12:26:00 a. m.,0.4333
Customer 34,Customer 37,15.26,12:33:00 a. m.,0.55
Customer 34,Customer 38,12.93,12:26:00 a. m.,0.4333
Customer 34,Customer 39,16.3,12:38:00 a. m.,0.6333
Customer 34,Customer 40,11.4,12:24:00 a. m.,0.4
Customer 34,Customer 41,9,12:19:00 a. m.,0.3167
Customer 34,Customer 42,17.29,12:39:00 a. m.,0.65
Customer 34,Customer 43,9.14,12:20:00 a. m.,0.3333
Customer 34,Customer 44,9.79,12:22:00 a. m.,0.3667
Customer 34,Customer 45,7.08,12:16:00 a. m.,0.2667
Customer 34,Customer 46,16.23,12:36:00 a. m.,0.6
Customer 34,Customer 47,17.49,12:42:00 a. m.,0.7
Customer 34,Customer 48,8.96,12:18:00 a. m.,0.3
Customer 34,Customer 49,4.89,12:12:00 a. m.,0.2
Customer 34,Customer 50,8.46,12:20:00 a. m.,0.3333
Customer 34,Customer 51,19,12:33:00 a. m.,0.55
Customer 34,Customer 52,14.32,12:30:00 a. m.,0.5
Customer 34,Customer 53,15.34,12:34:00 a. m.,0.5667
Customer 34,Customer 54,13.23,12:26:00 a. m.,0.4333
Customer 34,Customer 55,10.39,12:18:00 a. m.,0.3
Customer 34,Customer 56,10.55,12:24:00 a. m.,0.4
Customer 34,Customer 57,8.47,12:19:00 a. m.,0.3167
Customer 34,Customer 58,4.85,12:14:00 a. m.,0.2333
Customer 34,Customer 59,15.09,12:32:00 a. m.,0.5333
Customer 34,Customer 60,6.05,12:13:00 a. m.,0.2167
Customer 34,Customer 61,7.37,12:16:00 a. m.,0.2667
Customer 34,Customer 62,12.77,12:27:00 a. m.,0.45
Customer 34,Customer 63,6.45,12:14:00 a. m.,0.2333
Customer 34,Customer 64,16.38,12:40:00 a. m.,0.6667
Customer 34,Customer 65,17.58,12:34:00 a. m.,0.5667
Customer 34,Customer 66,12.95,12:30:00 a. m.,0.5
Customer 34,Customer 67,9.07,12:17:00 a. m.,0.2833
Customer 34,Customer 68,15.08,12:34:00 a. m.,0.5667
Customer 34,Customer 69,13.72,12:26:00 a. m.,0.4333
Customer 34,Customer 70,14.8,12:30:00 a. m.,0.5
Customer 34,Customer 71,6.57,12:17:00 a. m.,0.2833
Customer 34,Customer 72,13.87,12:29:00 a. m.,0.4833
Customer 34,Customer 73,12.57,12:25:00 a. m.,0.4167
Customer 34,Customer 74,12.26,12:25:00 a. m.,0.4167
Customer 34,Customer 75,6.11,12:14:00 a. m.,0.2333
Customer 34,Customer 76,11.02,12:23:00 a. m.,0.3833
Customer 34,Customer 77,2.84,12:07:00 a. m.,0.1167
Customer 34,Customer 78,5.35,12:13:00 a. m.,0.2167
Customer 34,Customer 79,1.91,12:08:00 a. m.,0.1333
Customer 34,Customer 80,4.02,12:10:00 a. m.,0.1667
Customer 34,Customer 81,15.83,12:31:00 a. m.,0.5167
Customer 34,Customer 82,8.28,12:18:00 a. m.,0.3
Customer 34,Customer 83,11.82,12:23:00 a. m.,0.3833
Customer 34,Customer 84,24.36,12:28:00 a. m.,0.4667
Customer 34,Customer 85,13.3,12:24:00 a. m.,0.4
Customer 34,Customer 86,13.28,12:26:00 a. m.,0.4333
Customer 34,Customer 87,8.68,12:19:00 a. m.,0.3167
Customer 34,Customer 88,9.86,12:20:00 a. m.,0.3333
Customer 34,Customer 89,5.43,12:13:00 a. m.,0.2167
Customer 34,Customer 90,16.43,12:35:00 a. m.,0.5833
Customer 34,Customer 91,8.28,12:16:00 a. m.,0.2667
Customer 34,Customer 92,1.54,12:05:00 a. m.,0.0833
Customer 34,Customer 93,2.06,12:06:00 a. m.,0.1
Customer 34,Customer 94,6.59,12:15:00 a. m.,0.25
Customer 34,Customer 95,7.36,12:17:00 a. m.,0.2833
Customer 34,Customer 96,11.57,12:22:00 a. m.,0.3667
Customer 34,Customer 97,14.46,12:29:00 a. m.,0.4833
Customer 34,Customer 98,10.71,12:20:00 a. m.,0.3333
Customer 34,Customer 99,12.95,12:24:00 a. m.,0.4
Customer 34,Customer 100,15.08,12:26:00 a. m.,0.4333
Customer 34,Customer 101,11.07,12:26:00 a. m.,0.4333
Customer 34,Customer 102,15.06,12:30:00 a. m.,0.5
Customer 34,Customer 103,15.97,12:38:00 a. m.,0.6333
Customer 34,Customer 104,17.44,12:36:00 a. m.,0.6
Customer 34,Customer 105,11.38,12:23:00 a. m.,0.3833
Customer 34,Customer 106,4.92,12:11:00 a. m.,0.1833
Customer 34,Customer 107,9.33,12:21:00 a. m.,0.35
Customer 34,Customer 108,14.5,12:33:00 a. m.,0.55
Customer 34,Customer 109,17.61,12:37:00 a. m.,0.6167
Customer 34,Customer 110,14.78,12:28:00 a. m.,0.4667
Customer 34,Customer 111,7.67,12:18:00 a. m.,0.3
Customer 34,Customer 112,8.13,12:18:00 a. m.,0.3
Customer 34,Customer 113,12.87,12:28:00 a. m.,0.4667
Customer 34,Customer 114,9.3,12:18:00 a. m.,0.3
Customer 34,Customer 115,12.74,12:31:00 a. m.,0.5167
Customer 34,Customer 116,10.21,12:23:00 a. m.,0.3833
Customer 34,Customer 117,15.98,12:35:00 a. m.,0.5833
Customer 34,Customer 118,14.58,12:29:00 a. m.,0.4833
Customer 34,Customer 119,17.17,12:35:00 a. m.,0.5833
Customer 34,Customer 120,15.85,12:35:00 a. m.,0.5833
Customer 34,Customer 121,15.58,12:35:00 a. m.,0.5833
Customer 34,Customer 122,14.97,12:36:00 a. m.,0.6
Customer 34,Customer 123,12.86,12:24:00 a. m.,0.4
Customer 34,Customer 124,6.58,12:14:00 a. m.,0.2333
Customer 34,Customer 125,5.7,12:14:00 a. m.,0.2333
Customer 34,Customer 126,13.98,12:34:00 a. m.,0.5667
Customer 34,Customer 127,8.04,12:17:00 a. m.,0.2833
Customer 34,Customer 128,9.79,12:21:00 a. m.,0.35
Customer 34,Customer 129,9,12:17:00 a. m.,0.2833
Customer 34,Customer 130,16.98,12:37:00 a. m.,0.6167
Customer 34,Customer 131,12.56,12:27:00 a. m.,0.45
Customer 34,Customer 132,12.55,12:25:00 a. m.,0.4167
Customer 34,Customer 133,7.67,12:17:00 a. m.,0.2833
Customer 34,Customer 134,17.85,12:38:00 a. m.,0.6333
Customer 34,Customer 135,13.46,12:29:00 a. m.,0.4833
Customer 34,Customer 136,13,12:31:00 a. m.,0.5167
Customer 34,Customer 137,9.49,12:21:00 a. m.,0.35
Customer 34,Customer 138,17.08,12:40:00 a. m.,0.6667
Customer 34,Customer 139,10.22,12:22:00 a. m.,0.3667
Customer 34,Customer 140,21.27,12:44:00 a. m.,0.7333
Customer 34,Customer 141,11.77,12:28:00 a. m.,0.4667
Customer 34,Customer 142,9,12:19:00 a. m.,0.3167
Customer 34,Customer 143,6.96,12:15:00 a. m.,0.25
Customer 34,Customer 144,12.58,12:26:00 a. m.,0.4333
Customer 34,Customer 145,14.57,12:32:00 a. m.,0.5333
Customer 34,Customer 146,16.86,12:38:00 a. m.,0.6333
Customer 34,Customer 147,11.38,12:21:00 a. m.,0.35
Customer 34,Customer 148,12.26,12:29:00 a. m.,0.4833
Customer 34,Customer 149,4.4,12:11:00 a. m.,0.1833
Customer 35,Depot,4.4,12:10:00 a. m.,0.1667
Customer 35,Customer 1,10.19,12:21:00 a. m.,0.35
Customer 35,Customer 2,7.89,12:18:00 a. m.,0.3
Customer 35,Customer 3,9.26,12:18:00 a. m.,0.3
Customer 35,Customer 4,14.01,12:23:00 a. m.,0.3833
Customer 35,Customer 5,13.02,12:26:00 a. m.,0.4333
Customer 35,Customer 6,12.61,12:25:00 a. m.,0.4167
Customer 35,Customer 7,15.05,12:24:00 a. m.,0.4
Customer 35,Customer 8,2.4,12:08:00 a. m.,0.1333
Customer 35,Customer 9,12.56,12:26:00 a. m.,0.4333
Customer 35,Customer 10,8.23,12:16:00 a. m.,0.2667
Customer 35,Customer 11,10.52,12:21:00 a. m.,0.35
Customer 35,Customer 12,4.73,12:12:00 a. m.,0.2
Customer 35,Customer 13,12.14,12:25:00 a. m.,0.4167
Customer 35,Customer 14,10.48,12:23:00 a. m.,0.3833
Customer 35,Customer 15,5.9,12:15:00 a. m.,0.25
Customer 35,Customer 16,10.62,12:20:00 a. m.,0.3333
Customer 35,Customer 17,6.16,12:16:00 a. m.,0.2667
Customer 35,Customer 18,6.49,12:14:00 a. m.,0.2333
Customer 35,Customer 19,3.62,12:09:00 a. m.,0.15
Customer 35,Customer 20,11.77,12:24:00 a. m.,0.4
Customer 35,Customer 21,9.84,12:18:00 a. m.,0.3
Customer 35,Customer 22,7.48,12:14:00 a. m.,0.2333
Customer 35,Customer 23,10.33,12:20:00 a. m.,0.3333
Customer 35,Customer 24,11.46,12:23:00 a. m.,0.3833
Customer 35,Customer 25,3.95,12:09:00 a. m.,0.15
Customer 35,Customer 26,12.75,12:26:00 a. m.,0.4333
Customer 35,Customer 27,9.74,12:18:00 a. m.,0.3
Customer 35,Customer 28,9.99,12:22:00 a. m.,0.3667
Customer 35,Customer 29,1.06,12:04:00 a. m.,0.0667
Customer 35,Customer 30,8.46,12:16:00 a. m.,0.2667
Customer 35,Customer 31,6.54,12:17:00 a. m.,0.2833
Customer 35,Customer 32,9.69,12:18:00 a. m.,0.3
Customer 35,Customer 33,12.51,12:24:00 a. m.,0.4
Customer 35,Customer 34,13.59,12:28:00 a. m.,0.4667
Customer 35,Customer 35,0,12:00:00 a. m.,0
Customer 35,Customer 36,12.34,12:24:00 a. m.,0.4
Customer 35,Customer 37,3.21,12:10:00 a. m.,0.1667
Customer 35,Customer 38,6.09,12:15:00 a. m.,0.25
Customer 35,Customer 39,6.4,12:15:00 a. m.,0.25
Customer 35,Customer 40,9.27,12:17:00 a. m.,0.2833
Customer 35,Customer 41,4.29,12:10:00 a. m.,0.1667
Customer 35,Customer 42,5.28,12:14:00 a. m.,0.2333
Customer 35,Customer 43,4.44,12:10:00 a. m.,0.1667
Customer 35,Customer 44,4.2,12:10:00 a. m.,0.1667
Customer 35,Customer 45,10.2,12:20:00 a. m.,0.3333
Customer 35,Customer 46,4.22,12:11:00 a. m.,0.1833
Customer 35,Customer 47,7.41,12:19:00 a. m.,0.3167
Customer 35,Customer 48,7.38,12:16:00 a. m.,0.2667
Customer 35,Customer 49,11.44,12:24:00 a. m.,0.4
Customer 35,Customer 50,7.41,12:14:00 a. m.,0.2333
Customer 35,Customer 51,22.05,12:33:00 a. m.,0.55
Customer 35,Customer 52,6.87,12:18:00 a. m.,0.3
Customer 35,Customer 53,3.46,12:09:00 a. m.,0.15
Customer 35,Customer 54,13.28,12:26:00 a. m.,0.4333
Customer 35,Customer 55,14,12:30:00 a. m.,0.5
Customer 35,Customer 56,11.94,12:24:00 a. m.,0.4
Customer 35,Customer 57,7.18,12:13:00 a. m.,0.2167
Customer 35,Customer 58,10.28,12:23:00 a. m.,0.3833
Customer 35,Customer 59,3.04,12:09:00 a. m.,0.15
Customer 35,Customer 60,8.76,12:20:00 a. m.,0.3333
Customer 35,Customer 61,11.77,12:24:00 a. m.,0.4
Customer 35,Customer 62,4.31,12:11:00 a. m.,0.1833
Customer 35,Customer 63,9.91,12:20:00 a. m.,0.3333
Customer 35,Customer 64,6.48,12:16:00 a. m.,0.2667
Customer 35,Customer 65,5.44,12:09:00 a. m.,0.15
Customer 35,Customer 66,2.63,12:06:00 a. m.,0.1
Customer 35,Customer 67,12.84,12:27:00 a. m.,0.45
Customer 35,Customer 68,3.07,12:08:00 a. m.,0.1333
Customer 35,Customer 69,6.78,12:14:00 a. m.,0.2333
Customer 35,Customer 70,12.76,12:19:00 a. m.,0.3167
Customer 35,Customer 71,9.4,12:21:00 a. m.,0.35
Customer 35,Customer 72,8.35,12:19:00 a. m.,0.3167
Customer 35,Customer 73,5.9,12:15:00 a. m.,0.25
Customer 35,Customer 74,6.98,12:16:00 a. m.,0.2667
Customer 35,Customer 75,11.66,12:26:00 a. m.,0.4333
Customer 35,Customer 76,5.9,12:14:00 a. m.,0.2333
Customer 35,Customer 77,11.39,12:25:00 a. m.,0.4167
Customer 35,Customer 78,10.33,12:22:00 a. m.,0.3667
Customer 35,Customer 79,12.71,12:28:00 a. m.,0.4667
Customer 35,Customer 80,10.74,12:23:00 a. m.,0.3833
Customer 35,Customer 81,13.17,12:19:00 a. m.,0.3167
Customer 35,Customer 82,10.75,12:21:00 a. m.,0.35
Customer 35,Customer 83,6.8,12:15:00 a. m.,0.25
Customer 35,Customer 84,12.08,12:20:00 a. m.,0.3333
Customer 35,Customer 85,15.51,12:26:00 a. m.,0.4333
Customer 35,Customer 86,11.94,12:24:00 a. m.,0.4
Customer 35,Customer 87,5.47,12:12:00 a. m.,0.2
Customer 35,Customer 88,7.54,12:17:00 a. m.,0.2833
Customer 35,Customer 89,10.55,12:24:00 a. m.,0.4
Customer 35,Customer 90,5.49,12:11:00 a. m.,0.1833
Customer 35,Customer 91,11.59,12:22:00 a. m.,0.3667
Customer 35,Customer 92,11.9,12:24:00 a. m.,0.4
Customer 35,Customer 93,11.83,12:25:00 a. m.,0.4167
Customer 35,Customer 94,10.05,12:21:00 a. m.,0.35
Customer 35,Customer 95,9.93,12:20:00 a. m.,0.3333
Customer 35,Customer 96,13.16,12:28:00 a. m.,0.4667
Customer 35,Customer 97,8.95,12:19:00 a. m.,0.3167
Customer 35,Customer 98,13.61,12:29:00 a. m.,0.4833
Customer 35,Customer 99,7.02,12:12:00 a. m.,0.2
Customer 35,Customer 100,4.74,12:09:00 a. m.,0.15
Customer 35,Customer 101,10.96,12:21:00 a. m.,0.35
Customer 35,Customer 102,12.41,12:18:00 a. m.,0.3
Customer 35,Customer 103,4.74,12:14:00 a. m.,0.2333
Customer 35,Customer 104,5.39,12:13:00 a. m.,0.2167
Customer 35,Customer 105,8.72,12:16:00 a. m.,0.2667
Customer 35,Customer 106,12.61,12:25:00 a. m.,0.4167
Customer 35,Customer 107,4.48,12:11:00 a. m.,0.1833
Customer 35,Customer 108,2.49,12:08:00 a. m.,0.1333
Customer 35,Customer 109,5.55,12:14:00 a. m.,0.2333
Customer 35,Customer 110,8.76,12:13:00 a. m.,0.2167
Customer 35,Customer 111,10.63,12:21:00 a. m.,0.35
Customer 35,Customer 112,11.42,12:23:00 a. m.,0.3833
Customer 35,Customer 113,0.81,12:03:00 a. m.,0.05
Customer 35,Customer 114,7.89,12:18:00 a. m.,0.3
Customer 35,Customer 115,12.93,12:26:00 a. m.,0.4333
Customer 35,Customer 116,3.65,12:09:00 a. m.,0.15
Customer 35,Customer 117,4.11,12:10:00 a. m.,0.1667
Customer 35,Customer 118,6.96,12:13:00 a. m.,0.2167
Customer 35,Customer 119,5.97,12:10:00 a. m.,0.1667
Customer 35,Customer 120,3.91,12:11:00 a. m.,0.1833
Customer 35,Customer 121,3.57,12:09:00 a. m.,0.15
Customer 35,Customer 122,4.27,12:12:00 a. m.,0.2
Customer 35,Customer 123,12.84,12:27:00 a. m.,0.45
Customer 35,Customer 124,7.89,12:18:00 a. m.,0.3
Customer 35,Customer 125,10.58,12:24:00 a. m.,0.4
Customer 35,Customer 126,3.95,12:10:00 a. m.,0.1667
Customer 35,Customer 127,5.87,12:14:00 a. m.,0.2333
Customer 35,Customer 128,11.95,12:26:00 a. m.,0.4333
Customer 35,Customer 129,12.65,12:26:00 a. m.,0.4333
Customer 35,Customer 130,5.05,12:13:00 a. m.,0.2167
Customer 35,Customer 131,1.34,12:05:00 a. m.,0.0833
Customer 35,Customer 132,5.88,12:14:00 a. m.,0.2333
Customer 35,Customer 133,8.54,12:17:00 a. m.,0.2833
Customer 35,Customer 134,5.39,12:13:00 a. m.,0.2167
Customer 35,Customer 135,5.23,12:14:00 a. m.,0.2333
Customer 35,Customer 136,12.62,12:24:00 a. m.,0.4
Customer 35,Customer 137,9.34,12:17:00 a. m.,0.2833
Customer 35,Customer 138,7.18,12:18:00 a. m.,0.3
Customer 35,Customer 139,12.17,12:25:00 a. m.,0.4167
Customer 35,Customer 140,9.26,12:18:00 a. m.,0.3
Customer 35,Customer 141,10.56,12:24:00 a. m.,0.4
Customer 35,Customer 142,4.29,12:10:00 a. m.,0.1667
Customer 35,Customer 143,11.01,12:21:00 a. m.,0.35
Customer 35,Customer 144,9.49,12:18:00 a. m.,0.3
Customer 35,Customer 145,2.56,12:07:00 a. m.,0.1167
Customer 35,Customer 146,4.85,12:12:00 a. m.,0.2
Customer 35,Customer 147,13.19,12:27:00 a. m.,0.45
Customer 35,Customer 148,11.88,12:23:00 a. m.,0.3833
Customer 35,Customer 149,9.54,12:20:00 a. m.,0.3333
Customer 36,Depot,6.99,12:13:00 a. m.,0.2167
Customer 36,Customer 1,11.59,12:23:00 a. m.,0.3833
Customer 36,Customer 2,9.34,12:19:00 a. m.,0.3167
Customer 36,Customer 3,22.08,12:32:00 a. m.,0.5333
Customer 36,Customer 4,2.88,12:11:00 a. m.,0.1833
Customer 36,Customer 5,2.52,12:08:00 a. m.,0.1333
Customer 36,Customer 6,7.33,12:20:00 a. m.,0.3333
Customer 36,Customer 7,2.66,12:08:00 a. m.,0.1333
Customer 36,Customer 8,8.67,12:18:00 a. m.,0.3
Customer 36,Customer 9,13.96,12:28:00 a. m.,0.4667
Customer 36,Customer 10,4.58,12:10:00 a. m.,0.1667
Customer 36,Customer 11,6.59,12:18:00 a. m.,0.3
Customer 36,Customer 12,6.51,12:13:00 a. m.,0.2167
Customer 36,Customer 13,2.51,12:09:00 a. m.,0.15
Customer 36,Customer 14,2.43,12:07:00 a. m.,0.1167
Customer 36,Customer 15,11,12:21:00 a. m.,0.35
Customer 36,Customer 16,5.34,12:14:00 a. m.,0.2333
Customer 36,Customer 17,5.32,12:14:00 a. m.,0.2333
Customer 36,Customer 18,7.89,12:16:00 a. m.,0.2667
Customer 36,Customer 19,9.9,12:19:00 a. m.,0.3167
Customer 36,Customer 20,0.7,12:03:00 a. m.,0.05
Customer 36,Customer 21,4.25,12:10:00 a. m.,0.1667
Customer 36,Customer 22,5.37,12:11:00 a. m.,0.1833
Customer 36,Customer 23,2.73,12:08:00 a. m.,0.1333
Customer 36,Customer 24,4.37,12:11:00 a. m.,0.1833
Customer 36,Customer 25,10.83,12:20:00 a. m.,0.3333
Customer 36,Customer 26,4.8,12:15:00 a. m.,0.25
Customer 36,Customer 27,5.83,12:15:00 a. m.,0.25
Customer 36,Customer 28,11.06,12:23:00 a. m.,0.3833
Customer 36,Customer 29,10.31,12:20:00 a. m.,0.3333
Customer 36,Customer 30,6.28,12:13:00 a. m.,0.2167
Customer 36,Customer 31,14.16,12:30:00 a. m.,0.5
Customer 36,Customer 32,5.79,12:15:00 a. m.,0.25
Customer 36,Customer 33,13.92,12:26:00 a. m.,0.4333
Customer 36,Customer 34,14.99,12:30:00 a. m.,0.5
Customer 36,Customer 35,10.16,12:21:00 a. m.,0.35
Customer 36,Customer 36,0,12:00:00 a. m.,0
Customer 36,Customer 37,13.05,12:26:00 a. m.,0.4333
Customer 36,Customer 38,11.19,12:21:00 a. m.,0.35
Customer 36,Customer 39,14.01,12:28:00 a. m.,0.4667
Customer 36,Customer 40,3.34,12:08:00 a. m.,0.1333
Customer 36,Customer 41,6.79,12:12:00 a. m.,0.2
Customer 36,Customer 42,15.08,12:33:00 a. m.,0.55
Customer 36,Customer 43,6.93,12:12:00 a. m.,0.2
Customer 36,Customer 44,8.4,12:17:00 a. m.,0.2833
Customer 36,Customer 45,6.16,12:17:00 a. m.,0.2833
Customer 36,Customer 46,14.02,12:30:00 a. m.,0.5
Customer 36,Customer 47,14.4,12:31:00 a. m.,0.5167
Customer 36,Customer 48,11.58,12:23:00 a. m.,0.3833
Customer 36,Customer 49,12.59,12:28:00 a. m.,0.4667
Customer 36,Customer 50,6.48,12:13:00 a. m.,0.2167
Customer 36,Customer 51,14.64,12:31:00 a. m.,0.5167
Customer 36,Customer 52,4.78,12:13:00 a. m.,0.2167
Customer 36,Customer 53,13.13,12:27:00 a. m.,0.45
Customer 36,Customer 54,1.32,12:04:00 a. m.,0.0667
Customer 36,Customer 55,3.39,12:11:00 a. m.,0.1833
Customer 36,Customer 56,2.17,12:09:00 a. m.,0.15
Customer 36,Customer 57,6.25,12:12:00 a. m.,0.2
Customer 36,Customer 58,11.69,12:25:00 a. m.,0.4167
Customer 36,Customer 59,12.88,12:25:00 a. m.,0.4167
Customer 36,Customer 60,10.41,12:22:00 a. m.,0.3667
Customer 36,Customer 61,6.2,12:17:00 a. m.,0.2833
Customer 36,Customer 62,7.74,12:16:00 a. m.,0.2667
Customer 36,Customer 63,9.11,12:19:00 a. m.,0.3167
Customer 36,Customer 64,14.09,12:30:00 a. m.,0.5
Customer 36,Customer 65,11.22,12:22:00 a. m.,0.3667
Customer 36,Customer 66,10.74,12:24:00 a. m.,0.4
Customer 36,Customer 67,4.71,12:16:00 a. m.,0.2667
Customer 36,Customer 68,12.87,12:27:00 a. m.,0.45
Customer 36,Customer 69,12.19,12:22:00 a. m.,0.3667
